ID,REgion,NeedsUpdating,City,state_name,CityState,county_name,Latitude,Longitude,population,NLCD Code,ActualDescription,Terrain,Climate,CostOfLiving,MInMilesMountains,min Drive Time Mountains,MilesTo_Atlantic,MilesTo_Gulf,Min Miles to Beach,Min Drive to Beach,MinLake,Drivelake,ClosestInternationalIATA,ClosestInternationalMiles,ClosestInternationalHours,ClosestNationalIATA,ClosestNationalMiles,ClosestNationalHours,ClosestRegionalIATA,ClosestRegionalHours,ClosestRegionalMiles
237,South Atlantic,,Avondale Estates,Georgia,Avondale Estates-Georgia,DeKalb County,33.771494,-84.2671444,3526,95,Emergent Herbaceous Wetlands,Plains,Temperate,92,63.9,76.7,233.4,263.9,233.4,280.08,35.2,42.2,ATL,12.61233145,0.25,CSG,95.03124423,1.9,MCN,1.65,82.64844249
238,South Atlantic,,Moreland,Georgia,Moreland-Georgia,Coweta County,33.2867851,-84.7677112,389,71,Grassland/Herbaceous,Plains,Temperate,92,82.8,99.4,244.9,223.1,223.1,267.72,34.81,41.8,ATL,31.60712514,0.63,CSG,54.15131637,1.08,MCN,1.53,76.72149904
239,South Atlantic,,Reynolds,Georgia,Reynolds-Georgia,Taylor County,32.5598685,-84.0963004,895,42,Evergreen Forest,Plains,Temperate,92,141.9,170.3,193.7,192.7,192.7,231.24,65.61,78.7,ATL,76.97110136,1.54,CSG,49.16947409,0.98,MCN,0.55,27.58747599
240,South Atlantic,,Woodbury,Georgia,Woodbury-Georgia,Meriwether County,32.9837394,-84.5827031,863,23,"Developed, Medium Intensity",Plains,Temperate,92,105.5,126.6,228.1,206.6,206.6,247.92,34.91,41.9,ATL,46.3357617,0.93,CSG,38.35746504,0.77,MCN,1.16,57.80025327
241,South Atlantic,,Roberta,Georgia,Roberta-Georgia,Crawford County,32.7218072,-84.0132433,792,95,Emergent Herbaceous Wetlands,Plains,Temperate,92,133.5,160.2,191.4,204.8,191.4,229.68,54.97,66.0,ATL,67.68455647,1.35,CSG,55.70601105,1.11,MCN,0.43,21.25818551
242,South Atlantic,,Bluffton,Georgia,Bluffton-Georgia,Clay County,31.5229496,-84.8677008,117,22,"Developed, Low Intensity",Swamps,Temperate,92,203.8,244.6,238.2,108,108,129.6,34.6,41.5,TLH,83.64705619,1.67,CSG,68.7625173,1.38,DHN,0.74,37.03241078
243,South Atlantic,,Buchanan,Georgia,Buchanan-Georgia,Haralson County,33.8026048,-85.1885607,956,71,Grassland/Herbaceous,Plains,Temperate,92,47.4,56.9,281.1,252.9,252.9,303.48,36.12,43.3,ATL,45.57553152,0.91,CHA,85.17406293,1.7,MCN,2.35,117.4376183
244,South Atlantic,,College Park,Georgia,College Park-Georgia,Fulton County,33.6534427,-84.4493725,13953,21,"Developed, Open Space",Plains,Temperate,92,64.6,77.5,238.5,252.7,238.5,286.2,36.12,43.3,ATL,1.922060452,0.04,CSG,83.52058638,1.67,MCN,1.62,80.91572739
245,South Atlantic,,Butler,Georgia,Butler-Georgia,Taylor County,32.5570898,-84.2382482,1827,21,"Developed, Open Space",Plains,Temperate,92,139.3,167.2,201.8,188.3,188.3,225.96,60.2,72.2,ATL,75.58471562,1.51,CSG,40.90691883,0.82,MCN,0.71,35.5340749
246,South Atlantic,,Lithonia,Georgia,Lithonia-Georgia,DeKalb County,33.7123305,-84.1051939,2581,24,"Developed, High Intensity",Plains,Temperate,92,73.2,87.8,223.3,263.5,223.3,267.96,36.06,43.3,ATL,18.76222219,0.38,CSG,95.68744257,1.91,MCN,1.5,75.21783255
247,South Atlantic,,Edison,Georgia,Edison-Georgia,Calhoun County,31.5582271,-84.7382526,1157,22,"Developed, Low Intensity",Swamps,Temperate,92,201.8,242.2,230.3,114.2,114.2,137.04,35.96,43.2,TLH,83.49019978,1.67,CSG,67.23320712,1.34,DHN,0.9,45.01779659
248,South Atlantic,,Cave Spring,Georgia,Cave Spring-Georgia,Floyd County,34.1075975,-85.3363434,1215,90,Woody Wetlands,Plains,Temperate,92,31.6,37.9,298.2,272.7,272.7,327.24,36.44,43.7,ATL,61.69354624,1.23,CHA,64.54004534,1.29,MCN,2.76,137.9342646
249,South Atlantic,,Hapeville,Georgia,Hapeville-Georgia,Fulton County,33.660109,-84.4102046,6712,43,Mixed Forest,Plains,Temperate,92,65.4,78.5,236.7,253.9,236.7,284.04,36.66,44.0,ATL,1.469788077,0.03,CSG,84.74573954,1.69,MCN,1.6,80.02543438
250,South Atlantic,,Jersey,Georgia,Jersey-Georgia,Walton County,33.7156693,-83.7987901,154,23,"Developed, Medium Intensity",Plains,Temperate,92,72.5,87.0,208.6,271,208.6,250.32,36.31,43.6,ATL,36.08578971,0.72,CSG,105.9212127,2.12,MCN,1.42,71.20525252
251,South Atlantic,,Hull,Georgia,Hull-Georgia,Madison County,34.0148352,-83.2937659,241,71,Grassland/Herbaceous,Plains,Temperate,92,51.7,62.0,199.1,302.8,199.1,238.92,37.06,44.5,ATL,69.61849075,1.39,CAE,124.6865973,2.49,AGS,1.77,88.4574246
252,South Atlantic,,Winterville,Georgia,Winterville-Georgia,Clarke County,33.9670589,-83.2782101,1196,22,"Developed, Low Intensity",Plains,Temperate,92,55.2,66.2,196.1,300.4,196.1,235.32,36.49,43.8,ATL,69.32137285,1.39,CAE,123.7347772,2.47,AGS,1.72,86.07414126
253,South Atlantic,,Woodland,Georgia,Woodland-Georgia,Talbot County,32.7873561,-84.5618671,303,43,Mixed Forest,Plains,Temperate,92,119,142.8,223.5,194.4,194.4,233.28,37.03,44.4,ATL,59.50935591,1.19,CSG,28.83826281,0.58,MCN,1.07,53.44077545
254,South Atlantic,,Marshallville,Georgia,Marshallville-Georgia,Macon County,32.4562623,-83.9401857,983,23,"Developed, Medium Intensity",Swamps,Temperate,92,152,182.4,183.5,191.8,183.5,220.2,64.29,77.1,ATL,86.40392454,1.73,CSG,58.35197509,1.17,MCN,0.47,23.53571349
255,South Atlantic,,Gibson,Georgia,Gibson-Georgia,Glascock County,33.2334789,-82.5954083,644,23,"Developed, Medium Intensity",Plains,Temperate,92,116.8,140.2,133,282.8,133,159.6,36.95,44.3,ATL,108.884444,2.18,CAE,97.93479756,1.96,AGS,0.75,37.63346401
256,South Atlantic,,South Fulton,Georgia,South Fulton-Georgia,Fulton County,33.601479,-84.550525,112003,95,Emergent Herbaceous Wetlands,Plains,Temperate,92,65.3,78.4,242,247.5,242,290.4,37.71,45.3,ATL,7.985131589,0.16,CSG,78.27617035,1.57,MCN,1.63,81.61379479
257,South Atlantic,,Fort Valley,Georgia,Fort Valley-Georgia,Peach County,32.5537585,-83.8874084,9023,43,Mixed Forest,Plains,Temperate,92,147.1,176.5,181.7,199.1,181.7,218.04,57.17,68.6,ATL,81.15930357,1.62,CSG,61.30146227,1.23,MCN,0.34,16.86136161
258,South Atlantic,,Roopville,Georgia,Roopville-Georgia,Carroll County,33.4565021,-85.1307779,244,21,"Developed, Open Space",Plains,Temperate,92,70.4,84.5,268.7,229.8,229.8,275.76,37.18,44.6,ATL,42.86449266,0.86,CSG,65.90501876,1.32,MCN,2.01,100.7091942
259,South Atlantic,,Stonecrest,Georgia,Stonecrest-Georgia,DeKalb County,33.7010022,-84.1718853,61015,24,"Developed, High Intensity",Plains,Temperate,92,71.2,85.4,226.2,261.3,226.2,271.44,37.82,45.4,ATL,14.86040806,0.3,CSG,93.11346096,1.86,MCN,1.52,75.93616689
260,South Atlantic,,Montezuma,Georgia,Montezuma-Georgia,Macon County,32.3051576,-84.0274073,2903,22,"Developed, Low Intensity",Swamps,Temperate,92,159.8,191.8,187.2,180.4,180.4,216.48,65.31,78.4,ATL,95.019937,1.9,CSG,55.1310929,1.1,MCN,0.69,34.68075647
261,South Atlantic,,Dooling,Georgia,Dooling-Georgia,Dooly County,32.2304391,-83.927959,67,95,Emergent Herbaceous Wetlands,Swamps,Temperate,92,166.7,200.0,180.9,179.8,179.8,215.76,69.44,83.3,ATL,101.5093064,2.03,CSG,62.20983077,1.24,MCN,0.72,35.83683743
262,South Atlantic,,Byromville,Georgia,Byromville-Georgia,Dooly County,32.2021071,-83.9085132,346,21,"Developed, Open Space",Swamps,Temperate,92,168.9,202.7,179.6,178.9,178.9,214.68,70.12,84.1,ATL,103.7075306,2.07,CSG,63.93376072,1.28,MCN,0.74,37.11710964
263,South Atlantic,,Ideal,Georgia,Ideal-Georgia,Macon County,32.3695983,-84.1879675,393,82,Cultivated Crops,Swamps,Temperate,92,152.5,183.0,197,178.7,178.7,214.44,58.39,70.1,ATL,88.82668641,1.78,CSG,44.94263893,0.9,MCN,0.77,38.51413299
264,South Atlantic,,Oglethorpe,Georgia,Oglethorpe-Georgia,Macon County,32.293769,-84.0610191,957,43,Mixed Forest,Swamps,Temperate,92,159.8,191.8,189,178.6,178.6,214.32,63.2,75.8,ATL,95.34054249,1.91,CSG,53.46703089,1.07,MCN,0.73,36.54797816
265,South Atlantic,,Lilly,Georgia,Lilly-Georgia,Dooly County,32.1471099,-83.8773999,130,24,"Developed, High Intensity",Swamps,Temperate,92,173.1,207.7,177.6,177.2,177.2,212.64,71.25,85.5,ATL,107.8694966,2.16,CSG,67.01477571,1.34,MCN,0.8,39.97867181
266,South Atlantic,,Gay,Georgia,Gay-Georgia,Meriwether County,33.0937361,-84.5738151,116,42,Evergreen Forest,Plains,Temperate,92,98.2,117.8,229.9,213.9,213.9,256.68,37.12,44.5,ATL,38.80236532,0.78,CSG,45.17773675,0.9,MCN,1.21,60.37398165
267,South Atlantic,,Avera,Georgia,Avera-Georgia,Jefferson County,33.1940354,-82.5270728,214,42,Evergreen Forest,Plains,Temperate,92,121,145.2,128.3,283.5,128.3,153.96,37.37,44.8,SAV,106.6240433,2.13,CAE,95.99209942,1.92,AGS,0.69,34.69285642
268,South Atlantic,,Harrison,Georgia,Harrison-Georgia,Washington County,32.8262697,-82.7251364,324,21,"Developed, Open Space",Plains,Temperate,92,139.9,167.9,123.7,257.4,123.7,148.44,37.68,45.2,SAV,101.0474371,2.02,CAE,120.371303,2.41,MCN,1.09,54.48039014
269,South Atlantic,,Riddleville,Georgia,Riddleville-Georgia,Washington County,32.9068227,-82.6656894,79,43,Mixed Forest,Plains,Temperate,92,135.8,163.0,123.4,263.7,123.4,148.08,37.4,44.9,SAV,100.8425006,2.02,CAE,114.1651787,2.28,AGS,1.03,51.66781498
270,South Atlantic,,Vienna,Georgia,Vienna-Georgia,Dooly County,32.0915577,-83.7954518,2914,90,Woody Wetlands,Swamps,Temperate,92,178.5,214.2,172.7,177.5,172.7,207.24,75.56,90.7,ATL,112.9833014,2.26,CSG,72.93903348,1.46,MCN,0.85,42.40403554
271,South Atlantic,,Eton,Georgia,Eton-Georgia,Murray County,34.82508,-84.763272,851,21,"Developed, Open Space",Mountains,Temperate,92,28,33.6,298.8,326.6,298.8,358.56,38.23,45.9,ATL,84.17072438,1.68,CHA,28.86357334,0.58,AVL,2.65,132.4368934
272,South Atlantic,,Bremen,Georgia,Bremen-Georgia,Haralson County,33.7212179,-85.1455036,7647,42,Evergreen Forest,Plains,Temperate,92,52.4,62.9,276.5,247.7,247.7,297.24,38.23,45.9,ATL,42.09356938,0.84,CSG,84.10421291,1.68,MCN,2.24,111.943914
273,South Atlantic,,Cordele,Georgia,Cordele-Georgia,Crisp County,31.9635074,-83.7823938,9767,41,Deciduous Forest,Swamps,Temperate,92,186.9,224.3,171.9,171.6,171.6,205.92,76.07,91.3,TLH,113.3528157,2.27,CSG,77.63076916,1.55,MCN,1.02,50.98077129
274,South Atlantic,,Newnan,Georgia,Newnan-Georgia,Coweta County,33.3806716,-84.7996573,45548,23,"Developed, Medium Intensity",Plains,Temperate,92,76.1,91.3,249,228.8,228.8,274.56,38.69,46.4,ATL,28.29863267,0.57,CSG,60.26321361,1.21,MCN,1.64,81.85019761
275,South Atlantic,,Perry,Georgia,Perry-Georgia,Houston County,32.4582066,-83.7315723,24792,82,Cultivated Crops,Swamps,Temperate,92,157.1,188.5,171.5,199.2,171.5,205.8,57.16,68.6,ATL,90.88892741,1.82,CSG,70.47612165,1.41,MCN,0.34,16.89838695
276,South Atlantic,,Pinehurst,Georgia,Pinehurst-Georgia,Dooly County,32.1959971,-83.7629533,305,95,Emergent Herbaceous Wetlands,Swamps,Temperate,92,172.6,207.1,171.1,184.1,171.1,205.32,74.09,88.9,ATL,106.8240227,2.14,CSG,72.11272304,1.44,MCN,0.7,34.95568305
277,South Atlantic,,Conyers,Georgia,Conyers-Georgia,Rockdale County,33.6676103,-84.0176904,20111,23,"Developed, Medium Intensity",Plains,Temperate,92,79,94.8,217.4,262.7,217.4,260.88,38.4,46.1,ATL,23.20574076,0.46,CSG,95.76351168,1.92,MCN,1.41,70.64737571
278,South Atlantic,,Andersonville,Georgia,Andersonville-Georgia,Sumter County,32.1959947,-84.1399085,237,22,"Developed, Low Intensity",Swamps,Temperate,92,164.8,197.8,193.1,170.4,170.4,204.48,56.84,68.2,ATL,101.1116055,2.02,CSG,51.61726683,1.03,MCN,0.89,44.68232984
279,South Atlantic,,Covington,Georgia,Covington-Georgia,Newton County,33.5967815,-83.8601827,15302,90,Woody Wetlands,Plains,Temperate,92,81.4,97.7,207.1,262.1,207.1,248.52,38.44,46.1,ATL,32.34230193,0.65,CSG,97.33750002,1.95,MCN,1.27,63.64495675
280,South Atlantic,,Unadilla,Georgia,Unadilla-Georgia,Dooly County,32.2615496,-83.7365656,3200,95,Emergent Herbaceous Wetlands,Swamps,Temperate,92,169.1,202.9,169.9,188.5,169.9,203.88,69.33,83.2,ATL,103.1777985,2.06,CSG,72.32207615,1.45,MCN,0.6,30.2235144
281,South Atlantic,,Davisboro,Georgia,Davisboro-Georgia,Washington County,32.9790425,-82.6079095,1946,24,"Developed, High Intensity",Plains,Temperate,92,132.5,159.0,123.2,269.6,123.2,147.84,38.36,46.0,SAV,100.8130484,2.02,CAE,108.4338486,2.17,AGS,0.92,45.97769871
282,South Atlantic,,Arabi,Georgia,Arabi-Georgia,Crisp County,31.8315661,-83.7379487,455,24,"Developed, High Intensity",Swamps,Temperate,92,196.4,235.7,169.7,167.1,167.1,200.52,79.47,95.4,TLH,105.5609053,2.11,CSG,84.68169105,1.69,MCN,1.19,59.72610767
283,South Atlantic,,Chatsworth,Georgia,Chatsworth-Georgia,Murray County,34.7659145,-84.7699385,4943,23,"Developed, Medium Intensity",Mountains,Temperate,92,24.3,29.2,296.5,322.5,296.5,355.8,39.33,47.2,ATL,80.2967672,1.61,CHA,30.82688898,0.62,AVL,2.68,134.1923639
284,South Atlantic,,Union City,Georgia,Union City-Georgia,Fulton County,33.5870558,-84.5424299,28195,71,Grassland/Herbaceous,Plains,Temperate,92,66.4,79.7,241.2,246.7,241.2,289.44,38.79,46.5,ATL,7.958540776,0.16,CSG,77.46034398,1.55,MCN,1.61,80.55117633
285,South Atlantic,,Oxford,Georgia,Oxford-Georgia,Newton County,33.6190031,-83.8674052,2310,95,Emergent Herbaceous Wetlands,Plains,Temperate,92,80,96.0,208.3,263.3,208.3,249.96,39.3,47.2,ATL,31.81625762,0.64,CSG,98.25032796,1.97,MCN,1.3,65.23173956
286,South Atlantic,,Ashburn,Georgia,Ashburn-Georgia,Turner County,31.7060134,-83.653224,4239,22,"Developed, Low Intensity",Swamps,Temperate,92,206.3,247.6,165.7,165.2,165.2,198.24,86.01,103.2,TLH,99.44122272,1.99,CSG,93.78356012,1.88,VLD,1.35,67.57455004
287,South Atlantic,,Flovilla,Georgia,Flovilla-Georgia,Butts County,33.253734,-83.8985171,700,24,"Developed, High Intensity",Plains,Temperate,92,105,126.0,197.7,240,197.7,237.24,39.08,46.9,ATL,40.21327829,0.8,CSG,78.98988162,1.58,MCN,0.83,41.36736474
288,South Atlantic,,Sycamore,Georgia,Sycamore-Georgia,Turner County,31.6743474,-83.6373903,743,81,Pasture/Hay,Swamps,Temperate,92,208.7,250.4,165.1,164.6,164.6,197.52,87.45,104.9,TLH,97.85832921,1.96,CSG,95.85103438,1.92,VLD,1.3,65.20207418
289,South Atlantic,,Cobb,Georgia,Cobb-Georgia,Sumter County,31.9587827,-83.9885114,339,82,Cultivated Crops,Swamps,Temperate,92,183.1,219.7,184,163.1,163.1,195.72,64.01,76.8,TLH,110.0397722,2.2,CSG,67.59203266,1.35,MCN,1.09,54.44250304
290,South Atlantic,,Danville,Georgia,Danville-Georgia,Twiggs County,32.6057103,-83.2454361,160,95,Emergent Herbaceous Wetlands,Plains,Temperate,92,148.3,178.0,146.2,225.4,146.2,175.44,39,46.8,ATL,98.63539959,1.97,CSG,98.80566238,1.98,MCN,0.48,24.24829813
291,South Atlantic,,Fairburn,Georgia,Fairburn-Georgia,Fulton County,33.5670562,-84.5810418,17267,95,Emergent Herbaceous Wetlands,Plains,Temperate,92,66.8,80.2,242.6,244.7,242.6,291.12,39.69,47.6,ATL,10.57038479,0.21,CSG,75.49826106,1.51,MCN,1.62,80.97003516
292,South Atlantic,,Chattahoochee Hills,Georgia,Chattahoochee Hills-Georgia,Fulton County,33.550628,-84.760488,3451,90,Woody Wetlands,Plains,Temperate,92,65,78.0,251.5,240.8,240.8,288.96,40.39,48.5,ATL,20.56254571,0.41,CSG,72.20618485,1.44,MCN,1.75,87.45522569
293,South Atlantic,,Forest Park,Georgia,Forest Park-Georgia,Clayton County,33.6220542,-84.3690918,19301,81,Pasture/Hay,Plains,Temperate,92,68.8,82.6,233.4,252.2,233.4,280.08,40.08,48.1,ATL,3.183575817,0.06,CSG,83.21640675,1.66,MCN,1.53,76.52881524
294,South Atlantic,,Tifton,Georgia,Tifton-Georgia,Tift County,31.4504629,-83.5084973,17385,81,Pasture/Hay,Swamps,Temperate,92,225.8,271.0,160.6,161.9,160.6,192.72,95.16,114.2,TLH,88.27399346,1.77,CSG,111.5789326,2.23,VLD,0.96,48.14599173
295,South Atlantic,,Lake Park,Georgia,Lake Park-Georgia,Lowndes County,30.682153,-83.1795897,1558,82,Cultivated Crops,Swamps,Temperate,92,281.1,337.3,164.5,159.9,159.9,191.88,100.03,120.0,TLH,72.41003618,1.45,BQK,109.0278609,2.18,VLD,0.18,9.017385947
296,South Atlantic,,Leslie,Georgia,Leslie-Georgia,Sumter County,31.9554475,-84.0865706,337,90,Woody Wetlands,Swamps,Temperate,92,181.6,217.9,189.7,159.2,159.2,191.04,58.28,69.9,TLH,108.8334968,2.18,CSG,63.10988689,1.26,MCN,1.14,56.9826968
297,South Atlantic,,Warwick,Georgia,Warwick-Georgia,Worth County,31.8310072,-83.9187886,491,71,Grassland/Herbaceous,Swamps,Temperate,92,192.8,231.4,180.3,159.5,159.5,191.4,68.99,82.8,TLH,102.3471853,2.05,CSG,76.16429251,1.52,MCN,1.23,61.58709265
298,South Atlantic,,Dasher,Georgia,Dasher-Georgia,Lowndes County,30.7474278,-83.220704,939,22,"Developed, Low Intensity",Swamps,Temperate,92,276.4,331.7,164.1,158.5,158.5,190.2,97.58,117.1,TLH,71.43943895,1.43,BQK,109.7314378,2.19,VLD,0.08,4.11248841
299,South Atlantic,,Lenox,Georgia,Lenox-Georgia,Cook County,31.2715768,-83.4648845,746,82,Cultivated Crops,Swamps,Temperate,92,238.3,286.0,161.6,157.9,157.9,189.48,91.51,109.8,TLH,80.09251882,1.6,BQK,118.0254303,2.36,VLD,0.71,35.5820247
300,South Atlantic,,Molena,Georgia,Molena-Georgia,Pike County,33.0120724,-84.5002013,421,81,Pasture/Hay,Plains,Temperate,92,104.8,125.8,224.1,210.1,210.1,252.12,39.92,47.9,ATL,43.66111204,0.87,CSG,42.69412522,0.85,MCN,1.08,54.09717971
301,South Atlantic,,Pitts,Georgia,Pitts-Georgia,Wilcox County,31.9446209,-83.5407214,244,90,Woody Wetlands,Swamps,Temperate,92,193.2,231.8,157.8,181,157.8,189.36,86.58,103.9,TLH,117.1819242,2.34,CSG,90.7621089,1.82,MCN,1.04,52.07626124
302,South Atlantic,,Porterdale,Georgia,Porterdale-Georgia,Newton County,33.5751146,-83.8937954,1941,21,"Developed, Open Space",Plains,Temperate,92,83.3,100.0,208,259.9,208,249.6,39.9,47.9,ATL,30.60568987,0.61,CSG,94.94660702,1.9,MCN,1.25,62.58745872
303,South Atlantic,,Valdosta,Georgia,Valdosta-Georgia,Lowndes County,30.8327022,-83.2784851,55667,42,Evergreen Forest,Swamps,Temperate,92,270.3,324.4,164,156.7,156.7,188.04,94.46,113.4,TLH,70.50007291,1.41,BQK,111.2284765,2.22,VLD,0.07,3.47031372
304,South Atlantic,,Adel,Georgia,Adel-Georgia,Cook County,31.1371358,-83.4234936,5752,41,Deciduous Forest,Swamps,Temperate,92,247.8,297.4,162.6,156,156,187.2,90.33,108.4,TLH,75.14086302,1.5,BQK,115.9650033,2.32,VLD,0.52,26.00140693
305,South Atlantic,,Buena Vista,Georgia,Buena Vista-Georgia,Marion County,32.3190398,-84.5171411,1586,23,"Developed, Medium Intensity",Swamps,Temperate,92,151.2,181.4,215.7,166.1,166.1,199.32,40.01,48.0,ATL,91.47194654,1.83,CSG,28.12182526,0.56,MCN,1.14,56.78178855
306,South Atlantic,,Plains,Georgia,Plains-Georgia,Sumter County,32.0340508,-84.3926912,525,42,Evergreen Forest,Swamps,Temperate,92,171.9,206.3,207.6,152.8,152.8,183.36,40.38,48.5,ATL,111.0000457,2.22,CSG,46.13415696,0.92,MCN,1.26,62.87900999
307,South Atlantic,,Sparks,Georgia,Sparks-Georgia,Cook County,31.1668572,-83.4373831,2068,90,Woody Wetlands,Swamps,Temperate,92,245.6,294.7,162.6,156.1,156.1,187.32,90.24,108.3,TLH,75.95756745,1.52,BQK,116.6356266,2.33,VLD,0.56,28.21158436
308,South Atlantic,,Cecil,Georgia,Cecil-Georgia,Cook County,31.0454716,-83.3921031,285,90,Woody Wetlands,Swamps,Temperate,92,254.4,305.3,163.3,155.2,155.2,186.24,90.29,108.3,TLH,72.45515331,1.45,BQK,114.8098629,2.3,VLD,0.39,19.41535912
309,South Atlantic,,Dawson,Georgia,Dawson-Georgia,Terrell County,31.7735001,-84.4465827,4180,21,"Developed, Open Space",Swamps,Temperate,92,189.1,226.9,211.5,136.2,136.2,163.44,40.06,48.1,TLH,95.30987856,1.91,CSG,58.85219489,1.18,DHN,1.34,66.81661572
310,South Atlantic,,Pineview,Georgia,Pineview-Georgia,Wilcox County,32.1101702,-83.501003,469,23,"Developed, Medium Intensity",Swamps,Temperate,92,181.7,218.0,155.5,190.4,155.5,186.6,74.91,89.9,ATL,118.4114287,2.37,CSG,88.52621747,1.77,MCN,0.82,41.16936974
311,South Atlantic,,Rebecca,Georgia,Rebecca-Georgia,Turner County,31.8065688,-83.4868295,206,95,Emergent Herbaceous Wetlands,Swamps,Temperate,92,202.7,243.2,155.2,177.2,155.2,186.24,94.31,113.2,TLH,110.0045418,2.2,CSG,98.07065978,1.96,MCN,1.24,61.95892716
312,South Atlantic,,Remerton,Georgia,Remerton-Georgia,Lowndes County,30.8440899,-83.3104307,1298,82,Cultivated Crops,Swamps,Temperate,92,269.1,322.9,165.3,155.1,155.1,186.12,92.64,111.2,TLH,69.132689,1.38,BQK,112.8444967,2.26,VLD,0.09,4.703445372
313,South Atlantic,,Ty Ty,Georgia,Ty Ty-Georgia,Tift County,31.4718497,-83.6468362,644,71,Grassland/Herbaceous,Swamps,Temperate,92,221.5,265.8,168.2,155.8,155.8,186.96,89.24,107.1,TLH,85.19568717,1.7,CSG,104.5929733,2.09,VLD,1.05,52.42033673
314,South Atlantic,,Hahira,Georgia,Hahira-Georgia,Lowndes County,30.9913064,-83.3726575,3559,90,Woody Wetlands,Swamps,Temperate,92,258.3,310.0,163.9,154.9,154.9,185.88,90.55,108.7,TLH,71.1537947,1.42,BQK,114.2469787,2.28,VLD,0.31,15.50923333
315,South Atlantic,,Hawkinsville,Georgia,Hawkinsville-Georgia,Pulaski County,32.2837731,-83.4721177,4854,22,"Developed, Low Intensity",Swamps,Temperate,92,169.7,203.6,154.8,200.1,154.8,185.76,62.83,75.4,ATL,108.6481284,2.17,CSG,87.06086821,1.74,MCN,0.6,30.08256766
316,South Atlantic,,Allentown,Georgia,Allentown-Georgia,Twiggs County,32.5932119,-83.2257127,190,71,Grassland/Herbaceous,Plains,Temperate,92,149.3,179.2,144.9,225.5,144.9,173.88,39.85,47.8,ATL,100.0512133,2,CSG,99.90926952,2,MCN,0.51,25.58162877
317,South Atlantic,,Omega,Georgia,Omega-Georgia,Tift County,31.3410184,-83.5935011,1324,22,"Developed, Low Intensity",Swamps,Temperate,92,231.1,277.3,167.5,153.6,153.6,184.32,86.96,104.4,TLH,79.2029745,1.58,CSG,113.2159431,2.26,VLD,0.86,42.90474069
318,South Atlantic,,Waco,Georgia,Waco-Georgia,Haralson County,33.7028848,-85.1832821,592,90,Woody Wetlands,Plains,Temperate,92,54,64.8,278,246.1,246.1,295.32,40.63,48.8,ATL,44.11011818,0.88,CSG,83.19447642,1.66,MCN,2.26,112.8593996
319,South Atlantic,,Rochelle,Georgia,Rochelle-Georgia,Wilcox County,31.9510105,-83.4562744,1155,24,"Developed, High Intensity",Swamps,Temperate,92,192.7,231.2,152.8,185,152.8,183.36,85.25,102.3,TLH,119.7029779,2.39,CSG,95.04485311,1.9,MCN,1.05,52.47166913
320,South Atlantic,,Sumner,Georgia,Sumner-Georgia,Worth County,31.512959,-83.7385063,433,81,Pasture/Hay,Swamps,Temperate,92,217,260.4,172.9,153.1,153.1,183.72,85.43,102.5,TLH,85.2313802,1.7,CSG,98.74781473,1.97,VLD,1.15,57.38470631
321,South Atlantic,,Haralson,Georgia,Haralson-Georgia,Coweta County,33.2265099,-84.5713164,198,42,Evergreen Forest,Plains,Temperate,92,89.4,107.3,232.8,222.5,222.5,267,41.12,49.3,ATL,29.90163045,0.6,CSG,53.50374812,1.07,MCN,1.3,64.94372821
322,South Atlantic,,Enigma,Georgia,Enigma-Georgia,Berrien County,31.4129695,-83.3290468,1112,81,Pasture/Hay,Swamps,Temperate,92,230.2,276.2,151.1,169.6,151.1,181.32,103.03,123.6,TLH,92.72366149,1.85,BQK,110.4323311,2.21,VLD,0.87,43.67137174
323,South Atlantic,,Nashville,Georgia,Nashville-Georgia,Berrien County,31.2074197,-83.2501548,4950,82,Cultivated Crops,Swamps,Temperate,92,244.6,293.5,151.2,167.3,151.2,181.44,101.6,121.9,TLH,86.03460996,1.72,BQK,105.4363835,2.11,VLD,0.59,29.40112615
324,South Atlantic,,Poulan,Georgia,Poulan-Georgia,Worth County,31.5129582,-83.7876748,724,42,Evergreen Forest,Swamps,Temperate,92,216.1,259.3,175.7,150.8,150.8,180.96,82.77,99.3,TLH,84.0336222,1.68,CSG,96.71778102,1.93,VLD,1.18,58.8238938
325,South Atlantic,,Talbotton,Georgia,Talbotton-Georgia,Talbot County,32.6776372,-84.5393664,738,95,Emergent Herbaceous Wetlands,Plains,Temperate,92,126.7,152.0,220.6,187.9,187.9,225.48,40.8,49.0,ATL,66.87949219,1.34,CSG,25.78732315,0.52,MCN,1.04,51.77401473
326,South Atlantic,,Sale City,Georgia,Sale City-Georgia,Mitchell County,31.2643494,-84.0212897,351,23,"Developed, Medium Intensity",Swamps,Temperate,92,228.7,274.4,193.2,129.5,129.5,155.4,62.96,75.6,TLH,63.05840213,1.26,CSG,101.883026,2.04,VLD,1.1,55.24677215
327,South Atlantic,,Cairo,Georgia,Cairo-Georgia,Grady County,30.8774132,-84.2012897,10057,43,Mixed Forest,Swamps,Temperate,92,252.5,303.0,212,106.7,106.7,128.04,40.98,49.2,TLH,34.38694097,0.69,CSG,121.2547856,2.43,VLD,1.1,55.24807674
